what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.team.svn.ui,0.7.8.I20091023-1300,"org.eclipse.team.svn.ui.command.CommitCommand",1272069618197
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272069647896
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272069968061
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272069969555
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272170819364
activated,editor,org.eclipse.ui.editors,3.5.0.v20090527-2000,"org.eclipse.ui.DefaultTextEditor",1272170820077
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272170821937
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1272170822373
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272170844621
executed,command,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.navigate.open.type",1272170844678
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272182356450
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1272184165407
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272184165487
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272184166681
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272184703653
activated,editor,org.eclipse.ui.editors,3.5.0.v20090527-2000,"org.eclipse.ui.DefaultTextEditor",1272184705490
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272185316885
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272202492509
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272206144438
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272213688001
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1272213716153
opened,editor,org.eclipse.ant.ui,3.4.2.v20091204_r352,"org.eclipse.ant.ui.internal.editor.AntEditor",1272213728487
activated,editor,org.eclipse.ant.ui,3.4.2.v20091204_r352,"org.eclipse.ant.ui.internal.editor.AntEditor",1272213728508
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1272213730401
opened,editor,org.eclipse.ant.ui,3.4.2.v20091204_r352,"org.eclipse.ant.ui.internal.editor.AntEditor",1272213730735
activated,editor,org.eclipse.ant.ui,3.4.2.v20091204_r352,"org.eclipse.ant.ui.internal.editor.AntEditor",1272213730758
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272213737333
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1272213837387
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272213837478
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272213841032
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272213845468
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272213846734
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272213847236
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1272213847241
activated,editor,org.eclipse.ant.ui,3.4.2.v20091204_r352,"org.eclipse.ant.ui.internal.editor.AntEditor",1272213853504
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1272213861495
executed,command,org.eclipse.ui.ide,3.5.2.M20100113-0800,"org.eclipse.ui.project.buildAll",1272213862280
error,log,,,"Unexpected Exception",1272213862317
error,log,,,"Unexpected Exception",1272213862318
error,log,,,"Unexpected Exception",1272213862320
error,log,,,"Unexpected Exception",1272213862321
error,log,,,"Unexpected Exception",1272213862323
error,log,,,"Unexpected Exception",1272213862324
error,log,,,"Unexpected Exception",1272213862325
error,log,,,"Unexpected Exception",1272213862327
error,log,,,"Unexpected Exception",1272213862634
error,log,,,"Unexpected Exception",1272213862636
error,log,,,"Unexpected Exception",1272213862638
error,log,,,"Unexpected Exception",1272213862648
error,log,,,"Unexpected Exception",1272213862652
error,log,,,"Unexpected Exception",1272213862654
error,log,,,"Unexpected Exception",1272213862655
error,log,,,"Unexpected Exception",1272213862657
error,log,,,"Unexpected Exception",1272213862659
error,log,,,"Problems occurred when invoking code from plug-in: ""com.google.gdt.eclipse.suite"".",1272213862659
error,log,,,"Unexpected Exception",1272213862661
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1272213865653
closed,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1272213865653
closed,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1272213865675
closed,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1272213865686
closed,editor,org.eclipse.ui.editors,3.5.0.v20090527-2000,"org.eclipse.ui.DefaultTextEditor",1272213865695
closed,editor,org.eclipse.ant.ui,3.4.2.v20091204_r352,"org.eclipse.ant.ui.internal.editor.AntEditor",1272213865702
closed,editor,org.eclipse.ant.ui,3.4.2.v20091204_r352,"org.eclipse.ant.ui.internal.editor.AntEditor",1272213865708
activated,view,org.eclipse.ant.ui,3.4.2.v20091204_r352,"org.eclipse.ant.ui.views.AntView",1272213872847
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272213875108
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272213877762
error,log,,,"Unexpected Exception",1272213880817
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1272213882024
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1272213886360
opened,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1272213886563
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1272213886592
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1272213897919
closed,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1272213897921
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1272213898798
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272213911117
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272294982646
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1272294982653
started,bundle,org.eclipse.epp.usagedata.ui,1.1.1.R201001291118,"org.eclipse.epp.usagedata.ui",1272294982669
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272294982837
